t, ref_c, dmm_c, humidity, v
1689101861.245086, 24.07, 40.7008, 53.467, 7.045669002E+00
1689101862.6634793, 24.075, 40.7006, 53.453, 7.045669072E+00
1689101864.0819714, 24.078, 40.7007, 53.459, 7.045668749E+00
1689101865.5004613, 24.07, 40.7014, 53.458, 7.045668958E+00
1689101866.9187841, 24.07, 40.7009, 53.452, 7.045670682E+00
1689101868.3373091, 24.072, 40.7001, 53.449, 7.045668453E+00
1689101869.7557948, 24.06, 40.7005, 53.455, 7.045670186E+00
1689101871.1743631, 24.066, 40.6999, 53.449, 7.045669268E+00
1689101872.5926764, 24.064, 40.7001, 53.458, 7.045669966E+00
1689101874.011115, 24.06, 40.7002, 53.442, 7.045670143E+00
1689101875.4296353, 24.064, 40.6995, 53.446, 7.045667771E+00
1689101876.8480422, 24.067, 40.6995, 53.445, 7.045668193E+00
1689101878.2664676, 24.066, 40.6998, 53.444, 7.045670013E+00
1689101879.684826, 24.07, 40.6996, 53.432, 7.045669497E+00
1689101881.1033459, 24.063, 40.6992, 53.432, 7.045666546E+00
1689101882.5218189, 24.064, 40.6994, 53.435, 7.045669734E+00
1689101883.9403503, 24.066, 40.6991, 53.432, 7.045669391E+00
1689101885.3586597, 24.057, 40.6985, 53.428, 7.045668812E+00
1689101886.7771826, 24.058, 40.6994, 53.428, 7.045669784E+00
1689101888.1957042, 24.055, 40.6982, 53.421, 7.045670073E+00
1689101889.6140416, 24.047, 40.6983, 53.414, 7.045669960E+00
1689101891.0325499, 24.049, 40.6983, 53.411, 7.045669098E+00
1689101892.451055, 24.051, 40.6986, 53.409, 7.045669824E+00
1689101893.8695662, 24.037, 40.6982, 53.408, 7.045669182E+00
1689101895.287895, 24.037, 40.6978, 53.397, 7.045667365E+00
1689101896.7064033, 24.043, 40.6981, 53.396, 7.045668616E+00
1689101898.1249754, 24.032, 40.6984, 53.393, 7.045668706E+00
1689101899.5432417, 24.032, 40.698, 53.38, 7.045668663E+00
1689101900.9617982, 24.034, 40.6975, 53.374, 7.045669195E+00
1689101902.3803344, 24.028, 40.698, 53.384, 7.045582066E+00
1689101903.7986522, 24.032, 40.6977, 53.375, 7.045667848E+00
1689101905.2171211, 24.025, 40.6976, 53.365, 7.045668257E+00
1689101906.6356235, 24.031, 40.697, 53.364, 7.045669086E+00
1689101908.0539694, 24.029, 40.6974, 53.363, 7.045669804E+00
1689101909.4724882, 24.035, 40.6969, 53.369, 7.045670127E+00
1689101910.8910172, 24.028, 40.697, 53.368, 7.045669808E+00
1689101912.3093212, 24.025, 40.6966, 53.362, 7.045669455E+00
1689101913.7278807, 24.028, 40.6965, 53.356, 7.045669259E+00
1689101915.1463382, 24.028, 40.6964, 53.353, 7.045668214E+00
1689101916.5648673, 24.025, 40.6957, 53.352, 7.045669981E+00
1689101917.9831872, 24.015, 40.6957, 53.345, 7.045669858E+00
1689101919.401704, 24.021, 40.6957, 53.331, 7.045669046E+00
1689101920.8201914, 24.025, 40.6967, 53.334, 7.045667542E+00
1689101922.238576, 24.023, 40.6961, 53.332, 7.045669804E+00
1689101923.6570177, 24.023, 40.6959, 53.325, 7.045667951E+00
1689101925.0755284, 24.028, 40.695, 53.329, 7.045670260E+00
1689101926.4938664, 24.017, 40.6951, 53.322, 7.045669089E+00
1689101927.9124115, 24.023, 40.6957, 53.317, 7.045669365E+00
1689101929.330938, 24.023, 40.6957, 53.319, 7.045668397E+00
1689101930.749431, 24.026, 40.6956, 53.315, 7.045667871E+00
1689101932.167819, 24.023, 40.6952, 53.311, 7.045668680E+00
1689101933.5863147, 24.015, 40.6949, 53.304, 7.045668527E+00
1689101935.0048158, 24.014, 40.6952, 53.305, 7.045668557E+00
1689101936.4231322, 24.006, 40.694, 53.298, 7.045669279E+00
1689101937.8416228, 24.014, 40.6951, 53.296, 7.045668933E+00
1689101939.2601376, 24.002, 40.6949, 53.293, 7.045669205E+00
1689101940.6784616, 24.005, 40.6946, 53.285, 7.045667898E+00
1689101942.0972106, 23.998, 40.6938, 53.28, 7.045667083E+00
1689101943.5155036, 24.008, 40.6947, 53.273, 7.045669302E+00
1689101944.9339862, 24.0, 40.6936, 53.268, 7.045668993E+00
1689101946.3523223, 24.005, 40.6939, 53.266, 7.045670120E+00
1689101947.770836, 24.006, 40.6937, 53.253, 7.045668404E+00
1689101949.1891835, 24.005, 40.6938, 53.251, 7.045670257E+00
1689101950.6077342, 23.997, 40.6935, 53.25, 7.045668453E+00
1689101952.0261831, 24.005, 40.6929, 53.255, 7.045668371E+00
1689101953.444686, 23.994, 40.6929, 53.248, 7.045667645E+00
1689101954.8630357, 24.012, 40.6931, 53.252, 7.045668490E+00
1689101956.2815182, 24.008, 40.6927, 53.256, 7.045670603E+00
1689101957.7000566, 24.009, 40.6922, 53.262, 7.045668696E+00
1689101959.1183841, 24.012, 40.6925, 53.259, 7.045668331E+00
1689101960.5370307, 24.0, 40.6927, 53.258, 7.045668334E+00
1689101961.9554112, 24.005, 40.6922, 53.26, 7.045669369E+00
1689101963.3739216, 23.995, 40.6922, 53.259, 7.045669525E+00
1689101964.7922475, 23.997, 40.6918, 53.246, 7.045668327E+00
1689101966.2107377, 23.991, 40.6914, 53.242, 7.045670034E+00
1689101967.6293201, 23.991, 40.6916, 53.246, 7.045668796E+00
1689101969.0476995, 23.991, 40.6919, 53.242, 7.045670027E+00
1689101970.466153, 23.982, 40.6916, 53.232, 7.045670034E+00
1689101971.884641, 23.98, 40.6909, 53.223, 7.045667116E+00
1689101973.30296, 23.98, 40.6911, 53.22, 7.045667875E+00
1689101974.7214603, 23.992, 40.6908, 53.22, 7.045667316E+00
1689101976.139955, 23.985, 40.69, 53.218, 7.045669276E+00
1689101977.5584633, 23.985, 40.69, 53.218, 7.045669532E+00
1689101978.9768481, 23.982, 40.6904, 53.211, 7.045668494E+00
1689101980.3953104, 23.985, 40.6901, 53.215, 7.045668134E+00
1689101981.813837, 23.982, 40.6893, 53.208, 7.045668630E+00
1689101983.2321568, 23.972, 40.6896, 53.204, 7.045668494E+00
1689101984.6506896, 23.974, 40.6886, 53.202, 7.045669369E+00
1689101986.069217, 23.974, 40.6885, 53.2, 7.045669070E+00
1689101987.4877028, 23.965, 40.6893, 53.199, 7.045667835E+00
1689101988.906239, 23.974, 40.6887, 53.187, 7.045669246E+00
1689101990.3245373, 23.963, 40.6884, 53.182, 7.045669050E+00
1689101991.7430398, 23.96, 40.6882, 53.182, 7.045668793E+00
1689101993.1615646, 23.959, 40.688, 53.191, 7.045667180E+00
1689101994.579954, 23.969, 40.6877, 53.19, 7.045668800E+00
1689101995.9984202, 23.963, 40.6878, 53.187, 7.045669176E+00
1689101997.4169767, 23.965, 40.6875, 53.191, 7.045667916E+00
1689101998.8352942, 23.966, 40.6866, 53.191, 7.045668292E+00
1689102000.2537675, 23.959, 40.6868, 53.199, 7.045667739E+00
1689102001.6722836, 23.951, 40.6866, 53.205, 7.045669203E+00
1689102003.090797, 23.959, 40.6862, 53.206, 7.045599217E+00
1689102004.50931, 23.96, 40.6863, 53.216, 7.045670218E+00
1689102005.9276586, 23.957, 40.6859, 53.218, 7.045669399E+00
1689102007.346177, 23.962, 40.6861, 53.222, 7.045667160E+00
