t, ref_c, humidity, v
1689109951.6505418, 24.581, 51.805, 1.000023174e+01
1689109953.0690987, 24.591, 51.795, 1.000047302e+01
1689109954.4873471, 24.59, 51.79, 1.000024796e+01
1689109955.9059513, 24.59, 51.784, 1.000036049e+01
1689109957.3245099, 24.607, 51.783, 1.000024796e+01
1689109958.7428808, 24.602, 51.776, 1.000025272e+01
1689109960.1612115, 24.593, 51.771, 1.000040054e+01
1689109961.5799108, 24.604, 51.768, 1.000042534e+01
1689109962.9981973, 24.602, 51.758, 1.000056267e+01
1689109964.4165738, 24.611, 51.756, 1.000034428e+01
1689109965.8350902, 24.607, 51.749, 1.000050163e+01
1689109967.2535572, 24.61, 51.747, 1.000039387e+01
1689109968.6720815, 24.616, 51.746, 1.000054836e+01
1689109970.0904255, 24.616, 51.743, 1.000032425e+01
1689109971.5090017, 24.624, 51.735, 1.000032425e+01
1689109972.927459, 24.624, 51.736, 1.000032902e+01
1689109974.3459685, 24.633, 51.729, 1.000056553e+01
1689109975.764582, 24.625, 51.725, 1.000057030e+01
1689109977.182849, 24.634, 51.724, 1.000045395e+01
1689109978.6011405, 24.639, 51.717, 1.000033474e+01
1689109980.019661, 24.64, 51.714, 1.000033474e+01
1689109981.4381714, 24.648, 51.717, 1.000044918e+01
1689109982.8564923, 24.654, 51.702, 1.000063324e+01
1689109984.27498, 24.654, 51.703, 1.000085735e+01
1689109985.6935196, 24.648, 51.701, 1.000059319e+01
1689109987.1121972, 24.648, 51.698, 1.000058365e+01
1689109988.5303352, 24.656, 51.697, 1.000065422e+01
1689109989.9488885, 24.66, 51.695, 1.000052452e+01
1689109991.3673618, 24.663, 51.697, 1.000072479e+01
1689109992.7858436, 24.668, 51.69, 1.000049114e+01
1689109994.2041702, 24.659, 51.688, 1.000047874e+01
1689109995.6227355, 24.66, 51.687, 1.000045490e+01
1689109997.04121, 24.663, 51.684, 1.000043488e+01
1689109998.4596877, 24.665, 51.68, 1.000021839e+01
1689109999.878061, 24.668, 51.683, 1.000021362e+01
1689110001.2965736, 24.666, 51.68, 1.000000477e+01
1689110002.715064, 24.666, 51.68, 9.999792099e+00
1689110004.1335714, 24.671, 51.666, 9.999797821e+00
1689110005.5521472, 24.673, 51.667, 9.999665260e+00
1689110006.970442, 24.679, 51.673, 9.999787331e+00
1689110008.388924, 24.685, 51.676, 9.999696732e+00
1689110009.8074033, 24.68, 51.679, 9.999859810e+00
1689110011.2257535, 24.693, 51.68, 9.999987602e+00
1689110012.6442618, 24.689, 51.676, 9.999839783e+00
1689110014.062989, 24.689, 51.68, 1.000045967e+01
1689110015.4815974, 24.688, 51.677, 1.000059986e+01
1689110016.9000242, 24.689, 51.673, 1.000062561e+01
1689110018.3182724, 24.689, 51.671, 1.000065994e+01
1689110019.7366188, 24.686, 51.666, 1.000055027e+01
1689110021.1551764, 24.691, 51.668, 1.000068378e+01
1689110022.573682, 24.688, 51.661, 1.000055408e+01
1689110023.9921732, 24.683, 51.653, 1.000066948e+01
1689110025.410569, 24.694, 51.665, 1.000078869e+01
1689110026.8289897, 24.691, 51.659, 1.000054073e+01
1689110028.2475374, 24.688, 51.654, 1.000056744e+01
1689110029.6658754, 24.689, 51.653, 1.000078201e+01
1689110031.084377, 24.686, 51.643, 1.000088501e+01
1689110032.5029325, 24.682, 51.646, 1.000063801e+01
1689110033.9211388, 24.68, 51.637, 1.000085926e+01
1689110035.3397841, 24.683, 51.63, 1.000071716e+01
1689110036.7583013, 24.682, 51.635, 1.000070858e+01
1689110038.1767898, 24.676, 51.624, 1.000055504e+01
1689110039.5951304, 24.676, 51.608, 1.000078297e+01
1689110041.0135715, 24.673, 51.615, 1.000073528e+01
1689110042.4321387, 24.673, 51.611, 1.000070477e+01
1689110043.8503869, 24.666, 51.601, 1.000051498e+01
1689110045.268973, 24.66, 51.599, 1.000010967e+01
1689110046.687495, 24.657, 51.595, 1.000011921e+01
1689110048.1059408, 24.66, 51.598, 1.000000668e+01
1689110049.524338, 24.659, 51.603, 1.000011730e+01
1689110050.9427192, 24.657, 51.598, 1.000011253e+01
1689110052.3612857, 24.662, 51.591, 1.000000858e+01
1689110053.7795584, 24.659, 51.59, 1.000022507e+01
1689110055.1981595, 24.651, 51.595, 1.000014019e+01
1689110056.616641, 24.654, 51.602, 1.000005722e+01
1689110058.0351422, 24.657, 51.595, 1.000012875e+01
1689110059.453681, 24.648, 51.592, 1.000008774e+01
1689110060.8720024, 24.657, 51.584, 1.000040245e+01
1689110062.2907572, 24.647, 51.582, 1.000056553e+01
1689110063.708974, 24.654, 51.584, 1.000035381e+01
1689110065.1273592, 24.656, 51.58, 1.000042915e+01
1689110066.5458624, 24.645, 51.58, 1.000052261e+01
1689110067.9643745, 24.637, 51.576, 1.000043774e+01
1689110069.3828375, 24.645, 51.576, 1.000067902e+01
1689110070.8011692, 24.634, 51.577, 1.000045586e+01
1689110072.219712, 24.634, 51.574, 1.000045490e+01
1689110073.6382127, 24.639, 51.575, 1.000045300e+01
1689110075.0567498, 24.627, 51.57, 1.000069523e+01
1689110076.475063, 24.633, 51.568, 1.000075817e+01
1689110077.8935204, 24.631, 51.562, 1.000075626e+01
1689110079.3119528, 24.631, 51.568, 1.000074863e+01
1689110080.7303965, 24.634, 51.561, 1.000086498e+01
1689110082.149029, 24.628, 51.554, 1.000072384e+01
1689110083.5673068, 24.631, 51.558, 1.000056553e+01
1689110084.9857762, 24.624, 51.547, 1.000065041e+01
1689110086.4042625, 24.622, 51.551, 1.000076008e+01
1689110087.8225806, 24.625, 51.551, 1.000049210e+01
1689110089.241384, 24.621, 51.545, 1.000070477e+01
1689110090.659609, 24.622, 51.542, 1.000043869e+01
1689110092.0779574, 24.604, 51.541, 1.000019550e+01
1689110093.496465, 24.617, 51.541, 1.000031090e+01
1689110094.914996, 24.619, 51.544, 1.000019264e+01
1689110096.333481, 24.625, 51.542, 1.000032997e+01
1689110097.7518044, 24.617, 51.543, 1.000041294e+01
1689110099.1703148, 24.616, 51.538, 1.000027275e+01
1689110100.588961, 24.619, 51.543, 1.000042629e+01
1689110102.0073578, 24.616, 51.537, 1.000026321e+01
1689110103.425742, 24.616, 51.541, 1.000027943e+01
1689110104.8441288, 24.607, 51.542, 1.000020790e+01
1689110106.262723, 24.604, 51.532, 1.000022793e+01
1689110107.6811695, 24.602, 51.528, 1.000031376e+01
1689110109.0997443, 24.59, 51.53, 1.000033379e+01
1689110110.5180326, 24.587, 51.529, 1.000045109e+01
1689110111.9363656, 24.585, 51.529, 1.000035477e+01
1689110113.354906, 24.585, 51.521, 1.000037670e+01
1689110114.7734218, 24.596, 51.525, 1.000065899e+01
1689110116.191742, 24.581, 51.518, 1.000057507e+01
1689110117.6102521, 24.576, 51.52, 1.000070667e+01
1689110119.0288074, 24.567, 51.523, 1.000045776e+01
1689110120.4472494, 24.57, 51.517, 1.000069714e+01
1689110121.865544, 24.561, 51.521, 1.000051880e+01
1689110123.2840886, 24.558, 51.513, 1.000051117e+01
1689110124.7024958, 24.553, 51.508, 1.000052738e+01
1689110126.1210206, 24.553, 51.507, 1.000052357e+01
1689110127.5394714, 24.544, 51.508, 1.000076866e+01
1689110128.9582138, 24.556, 51.506, 1.000074577e+01
1689110130.3762848, 24.556, 51.509, 1.000061321e+01
1689110131.7947507, 24.55, 51.516, 1.000055218e+01
1689110133.2133846, 24.559, 51.519, 1.000056267e+01
1689110134.6319878, 24.556, 51.518, 1.000053501e+01
1689110136.05045, 24.544, 51.522, 1.000063229e+01
1689110137.468743, 24.545, 51.52, 1.000062466e+01
1689110138.8870835, 24.538, 51.526, 1.000021267e+01
1689110140.3057487, 24.544, 51.527, 1.000030136e+01
1689110141.7241447, 24.541, 51.527, 1.000029945e+01
1689110143.1425865, 24.538, 51.531, 1.000041199e+01
1689110144.560843, 24.538, 51.525, 1.000030518e+01
1689110145.9793525, 24.53, 51.526, 1.000030041e+01
1689110147.3979635, 24.53, 51.52, 1.000030518e+01
1689110148.816398, 24.526, 51.515, 1.000020409e+01
1689110150.234705, 24.519, 51.513, 1.000029850e+01
1689110151.6532135, 24.522, 51.508, 1.000029564e+01
1689110153.0715036, 24.516, 51.509, 1.000029755e+01
1689110154.4900737, 24.513, 51.509, 1.000022984e+01
1689110155.9085562, 24.513, 51.513, 1.000023937e+01
1689110157.326917, 24.51, 51.507, 1.000015831e+01
1689110158.7454243, 24.521, 51.51, 1.000028801e+01
1689110160.1639416, 24.503, 51.505, 1.000031471e+01
1689110161.5824459, 24.506, 51.502, 1.000034046e+01
1689110163.000799, 24.504, 51.506, 1.000032139e+01
1689110164.4193032, 24.501, 51.503, 1.000029469e+01
1689110165.8378086, 24.503, 51.501, 1.000042439e+01
1689110167.2561357, 24.503, 51.501, 1.000028896e+01
1689110168.6746264, 24.493, 51.502, 1.000032139e+01
1689110170.0931349, 24.496, 51.492, 1.000074768e+01
1689110171.5116284, 24.49, 51.499, 1.000086498e+01
1689110172.9299839, 24.493, 51.486, 1.000061989e+01
1689110174.348638, 24.487, 51.483, 1.000062561e+01
1689110175.7671292, 24.493, 51.486, 1.000062466e+01
1689110177.185334, 24.473, 51.49, 1.000061989e+01
1689110178.6038394, 24.472, 51.487, 1.000073242e+01
1689110180.0225365, 24.477, 51.483, 1.000072765e+01
1689110181.4407494, 24.478, 51.483, 1.000067234e+01
1689110182.8593316, 24.461, 51.484, 1.000065994e+01
1689110184.2777019, 24.464, 51.491, 1.000051880e+01
1689110185.6962008, 24.461, 51.486, 1.000025845e+01
1689110187.114776, 24.463, 51.493, 1.000034714e+01
1689110188.533134, 24.463, 51.491, 1.000026131e+01
1689110189.9513571, 24.464, 51.493, 1.000018406e+01
1689110191.3699064, 24.46, 51.499, 1.000029850e+01
1689110192.78837, 24.457, 51.494, 1.000030422e+01
1689110194.2069237, 24.45, 51.491, 1.000030041e+01
1689110195.6252618, 24.455, 51.494, 1.000027275e+01
1689110197.0437112, 24.443, 51.494, 1.000044823e+01
1689110198.4622383, 24.45, 51.498, 1.000017738e+01
1689110199.8805752, 24.447, 51.503, 1.000017262e+01
1689110201.2991178, 24.446, 51.496, 1.000044441e+01
1689110202.7176292, 24.452, 51.502, 1.000032997e+01
1689110204.135943, 24.441, 51.495, 1.000036144e+01
1689110205.5544677, 24.444, 51.492, 1.000039959e+01
1689110206.9730396, 24.44, 51.49, 1.000043774e+01
1689110208.3915365, 24.431, 51.499, 1.000033569e+01
1689110209.8098016, 24.427, 51.486, 1.000057793e+01
1689110211.228332, 24.427, 51.489, 1.000060272e+01
1689110212.6468542, 24.424, 51.502, 1.000051308e+01
1689110214.0652287, 24.412, 51.492, 1.000047970e+01
1689110215.4839072, 24.409, 51.487, 1.000065231e+01
1689110216.9021747, 24.408, 51.49, 1.000069237e+01
1689110218.3204892, 24.408, 51.492, 1.000069141e+01
1689110219.7390568, 24.403, 51.492, 1.000069714e+01
1689110221.1575274, 24.398, 51.491, 1.000069427e+01
1689110222.5761013, 24.395, 51.489, 1.000055981e+01
1689110223.9943676, 24.4, 51.495, 1.000057411e+01
1689110225.4128423, 24.397, 51.494, 1.000082779e+01
1689110226.8316004, 24.401, 51.498, 1.000055981e+01
1689110228.249918, 24.397, 51.501, 1.000067329e+01
1689110229.668423, 24.394, 51.505, 1.000065613e+01
1689110231.0867324, 24.397, 51.502, 1.000063133e+01
1689110232.505245, 24.392, 51.505, 1.000058842e+01
1689110233.9236484, 24.383, 51.513, 1.000043964e+01
1689110235.3421664, 24.391, 51.511, 1.000042629e+01
1689110236.760577, 24.389, 51.511, 1.000038338e+01
1689110238.1791112, 24.386, 51.516, 1.000037479e+01
1689110239.597434, 24.389, 51.516, 1.000046825e+01
1689110241.0162406, 24.383, 51.515, 1.000035667e+01
1689110242.434479, 24.394, 51.517, 1.000047493e+01
1689110243.8532367, 24.389, 51.522, 1.000059032e+01
1689110245.2713156, 24.378, 51.514, 1.000036049e+01
1689110246.68988, 24.372, 51.509, 1.000048733e+01
1689110248.1083202, 24.369, 51.504, 1.000011444e+01
1689110249.5265815, 24.362, 51.504, 1.000022888e+01
1689110250.9451687, 24.362, 51.494, 1.000022984e+01
1689110252.3636649, 24.36, 51.497, 1.000035095e+01
1689110253.7821057, 24.362, 51.493, 1.000037575e+01
1689110255.200462, 24.354, 51.49, 1.000017738e+01
1689110256.619039, 24.346, 51.491, 1.000031948e+01
1689110258.0375276, 24.351, 51.491, 1.000046539e+01
1689110259.4558938, 24.343, 51.484, 1.000030518e+01
1689110260.8743675, 24.346, 51.487, 1.000028801e+01
1689110262.2928762, 24.345, 51.485, 1.000054455e+01
1689110263.7112024, 24.345, 51.489, 1.000066185e+01
1689110265.1296935, 24.352, 51.491, 1.000088406e+01
1689110266.5482109, 24.345, 51.489, 1.000074768e+01
1689110267.9665504, 24.351, 51.497, 1.000073719e+01
1689110269.3850844, 24.342, 51.491, 1.000077057e+01
1689110270.8037748, 24.346, 51.49, 1.000064182e+01
1689110272.2218966, 24.354, 51.496, 1.000069904e+01
1689110273.6404994, 24.348, 51.491, 1.000063419e+01
1689110275.0589356, 24.343, 51.484, 1.000087643e+01
1689110276.477482, 24.351, 51.487, 1.000061321e+01
1689110277.8957565, 24.345, 51.483, 1.000071812e+01
1689110279.3142667, 24.34, 51.475, 1.000041676e+01
1689110280.7327933, 24.339, 51.474, 1.000027561e+01
1689110282.1511385, 24.337, 51.473, 1.000037479e+01
1689110283.5698507, 24.34, 51.475, 1.000045204e+01
1689110284.988145, 24.339, 51.464, 1.000020123e+01
1689110286.4064806, 24.332, 51.47, 1.000028229e+01
1689110287.8249876, 24.331, 51.458, 1.000015640e+01
1689110289.2434776, 24.325, 51.457, 1.000013638e+01
1689110290.6618342, 24.316, 51.458, 1.000038815e+01
1689110292.0803447, 24.322, 51.455, 1.000027657e+01
1689110293.498829, 24.314, 51.454, 1.000039291e+01
1689110294.917209, 24.314, 51.447, 1.000022411e+01
1689110296.335703, 24.314, 51.45, 1.000020695e+01
1689110297.754198, 24.313, 51.449, 1.000032139e+01
1689110299.1726897, 24.308, 51.44, 1.000018978e+01
1689110300.591255, 24.305, 51.441, 1.000023460e+01
1689110302.009578, 24.303, 51.445, 1.000036526e+01
1689110303.428191, 24.303, 51.445, 1.000017834e+01
1689110304.8463793, 24.3, 51.446, 1.000017452e+01
1689110306.2650652, 24.297, 51.443, 1.000019455e+01
1689110307.683428, 24.297, 51.447, 1.000045490e+01
1689110309.1018276, 24.294, 51.447, 1.000023937e+01
1689110310.5204144, 24.297, 51.448, 1.000045490e+01
1689110311.9388552, 24.299, 51.442, 1.000048923e+01
1689110313.3573415, 24.279, 51.449, 1.000060463e+01
1689110314.7758574, 24.282, 51.436, 1.000072098e+01
1689110316.194152, 24.283, 51.434, 1.000049210e+01
1689110317.6126084, 24.265, 51.428, 1.000072765e+01
1689110319.0309753, 24.267, 51.433, 1.000061703e+01
1689110320.4495006, 24.27, 51.437, 1.000047398e+01
1689110321.8679945, 24.257, 51.436, 1.000047398e+01
1689110323.2863164, 24.262, 51.43, 1.000060177e+01
1689110324.7048278, 24.254, 51.426, 1.000070953e+01
1689110326.1233182, 24.264, 51.443, 1.000059032e+01
1689110327.541867, 24.267, 51.443, 1.000044060e+01
1689110328.9602292, 24.265, 51.436, 1.000040722e+01
1689110330.3786762, 24.257, 51.435, 1.000040722e+01
1689110331.7971516, 24.251, 51.436, 1.000036621e+01
1689110333.2155426, 24.247, 51.435, 1.000024223e+01
1689110334.6340394, 24.244, 51.44, 1.000032234e+01
1689110336.0525732, 24.239, 51.442, 1.000023937e+01
1689110337.4709554, 24.242, 51.438, 1.000016785e+01
1689110338.8893893, 24.236, 51.437, 1.000039768e+01
1689110340.307948, 24.233, 51.442, 1.000024414e+01
1689110341.7262564, 24.231, 51.45, 1.000047207e+01
1689110343.1447527, 24.227, 51.446, 1.000033092e+01
1689110344.563255, 24.228, 51.449, 1.000024700e+01
1689110345.9817626, 24.231, 51.445, 1.000034809e+01
1689110347.400102, 24.23, 51.445, 1.000022888e+01
1689110348.8185923, 24.222, 51.453, 1.000033283e+01
1689110350.2373354, 24.227, 51.447, 1.000035572e+01
1689110351.6554887, 24.219, 51.449, 1.000027657e+01
1689110353.0739331, 24.233, 51.455, 1.000040150e+01
1689110354.492456, 24.224, 51.449, 1.000032043e+01
1689110355.9108107, 24.222, 51.454, 1.000035667e+01
1689110357.3293788, 24.225, 51.462, 1.000040150e+01
1689110358.748093, 24.224, 51.455, 1.000051785e+01
1689110360.1663048, 24.225, 51.449, 1.000054646e+01
1689110361.5846474, 24.219, 51.453, 1.000034142e+01
1689110363.003181, 24.213, 51.447, 1.000032997e+01
1689110364.4217389, 24.214, 51.445, 1.000031662e+01
1689110365.8400192, 24.214, 51.448, 1.000045967e+01
1689110367.258707, 24.204, 51.431, 1.000030518e+01
1689110368.6771617, 24.193, 51.431, 1.000055218e+01
1689110370.0955465, 24.19, 51.423, 1.000032139e+01
1689110371.513853, 24.195, 51.43, 1.000031281e+01
1689110372.9323862, 24.192, 51.418, 1.000062275e+01
1689110374.3507917, 24.19, 51.421, 1.000082874e+01
1689110375.7692535, 24.181, 51.417, 1.000070190e+01
1689110377.187713, 24.181, 51.413, 1.000067139e+01
1689110378.6060336, 24.178, 51.412, 1.000052452e+01
1689110380.0248497, 24.182, 51.412, 1.000073338e+01
1689110381.443083, 24.179, 51.416, 1.000046730e+01
1689110382.8615985, 24.165, 51.404, 1.000055790e+01
1689110384.2799263, 24.159, 51.401, 1.000054169e+01
1689110385.6984663, 24.17, 51.402, 1.000064182e+01
1689110387.116929, 24.155, 51.402, 1.000052261e+01
1689110388.5352774, 24.156, 51.402, 1.000045013e+01
1689110389.9537745, 24.152, 51.399, 1.000044250e+01
1689110391.3722823, 24.152, 51.405, 1.000033760e+01
1689110392.7906299, 24.152, 51.401, 1.000045204e+01
1689110394.209207, 24.162, 51.408, 1.000028706e+01
1689110395.6276627, 24.152, 51.412, 1.000045490e+01
1689110397.046165, 24.153, 51.408, 1.000023079e+01
1689110398.4644742, 24.149, 51.407, 1.000036621e+01
1689110399.8829765, 24.152, 51.408, 1.000026703e+01
1689110401.3014946, 24.146, 51.404, 1.000041199e+01
1689110402.7198496, 24.15, 51.404, 1.000056076e+01
1689110404.138357, 24.149, 51.399, 1.000038624e+01
1689110405.5568616, 24.142, 51.401, 1.000046825e+01
1689110406.975292, 24.142, 51.397, 1.000038815e+01
1689110408.393844, 24.139, 51.397, 1.000063992e+01
1689110409.8122149, 24.135, 51.397, 1.000051689e+01
1689110411.2305768, 24.13, 51.394, 1.000051403e+01
1689110412.649052, 24.135, 51.406, 1.000041389e+01
1689110414.0677848, 24.132, 51.41, 1.000048161e+01
1689110415.4859319, 24.135, 51.416, 1.000064754e+01
1689110416.9044223, 24.146, 51.425, 1.000064278e+01
1689110418.3229299, 24.13, 51.425, 1.000052643e+01
1689110419.7414474, 24.142, 51.424, 1.000068569e+01
1689110421.1599867, 24.129, 51.428, 1.000068951e+01
1689110422.5782778, 24.127, 51.425, 1.000068665e+01
1689110423.9967728, 24.12, 51.418, 1.000055790e+01
1689110425.4153442, 24.116, 51.426, 1.000063515e+01
1689110426.8339033, 24.115, 51.414, 1.000061035e+01
1689110428.2522, 24.107, 51.409, 1.000060844e+01
1689110429.6704671, 24.109, 51.408, 1.000058174e+01
1689110431.088972, 24.113, 51.401, 1.000043774e+01
1689110432.5074787, 24.106, 51.399, 1.000051785e+01
1689110433.925972, 24.092, 51.396, 1.000062084e+01
1689110435.344362, 24.107, 51.397, 1.000019169e+01
1689110436.7628312, 24.109, 51.402, 1.000013161e+01
1689110438.1813455, 24.104, 51.395, 1.000036907e+01
1689110439.599972, 24.101, 51.396, 1.000034618e+01
1689110441.0183163, 24.107, 51.395, 1.000016212e+01
1689110442.4367626, 24.101, 51.389, 1.000026131e+01
1689110443.8549786, 24.118, 51.396, 1.000035477e+01
1689110445.2735515, 24.11, 51.39, 1.000012302e+01
1689110446.6922183, 24.103, 51.386, 1.000023365e+01
1689110448.110584, 24.097, 51.376, 1.000013733e+01
1689110449.5288916, 24.1, 51.374, 1.000015450e+01
1689110450.9473429, 24.097, 51.375, 1.000060463e+01
1689110452.365913, 24.101, 51.363, 1.000051689e+01
1689110453.7842257, 24.09, 51.361, 1.000041580e+01
1689110455.2027578, 24.086, 51.353, 1.000055122e+01
1689110456.6212502, 24.081, 51.352, 1.000058746e+01
1689110458.0398247, 24.087, 51.348, 1.000060463e+01
1689110459.458088, 24.086, 51.35, 1.000060749e+01
1689110460.8766963, 24.086, 51.34, 1.000060081e+01
1689110462.2949595, 24.095, 51.341, 1.000070858e+01
1689110463.7135289, 24.078, 51.338, 1.000046158e+01
1689110465.1319923, 24.081, 51.333, 1.000072956e+01
1689110466.55032, 24.093, 51.333, 1.000072098e+01
1689110467.968885, 24.083, 51.326, 1.000074482e+01
1689110469.3873346, 24.069, 51.319, 1.000082970e+01
1689110470.8059528, 24.078, 51.322, 1.000071239e+01
1689110472.2241464, 24.077, 51.321, 1.000070572e+01
1689110473.6427314, 24.08, 51.315, 1.000067902e+01
1689110475.0612786, 24.07, 51.313, 1.000066471e+01
1689110476.4795234, 24.066, 51.309, 1.000051308e+01
1689110477.898052, 24.06, 51.304, 1.000049210e+01
1689110479.3168285, 24.058, 51.305, 1.000059128e+01
1689110480.7348971, 24.064, 51.3, 1.000067806e+01
1689110482.1534572, 24.055, 51.297, 1.000036430e+01
1689110483.571902, 24.057, 51.293, 1.000034904e+01
1689110484.9903166, 24.047, 51.289, 1.000022888e+01
1689110486.4089627, 24.047, 51.29, 1.000035572e+01
1689110487.8273065, 24.043, 51.288, 1.000034428e+01
1689110489.2456617, 24.041, 51.284, 1.000033760e+01
1689110490.6640227, 24.034, 51.288, 1.000046158e+01
1689110492.08265, 24.032, 51.285, 1.000047112e+01
1689110493.5011814, 24.037, 51.292, 1.000045872e+01
1689110494.9195192, 24.031, 51.292, 1.000046444e+01
1689110496.3379872, 24.037, 51.287, 1.000038147e+01
1689110497.7565355, 24.035, 51.286, 1.000030136e+01
1689110499.1749296, 24.037, 51.295, 1.000033188e+01
1689110500.5933173, 24.031, 51.286, 1.000047112e+01
1689110502.0117621, 24.029, 51.29, 1.000039005e+01
1689110503.4304223, 24.034, 51.292, 1.000039101e+01
1689110504.8487084, 24.025, 51.298, 1.000043488e+01
1689110506.26722, 24.023, 51.3, 1.000051022e+01
1689110507.685484, 24.023, 51.307, 1.000046539e+01
1689110509.1039584, 24.029, 51.313, 1.000045967e+01
1689110510.5225081, 24.021, 51.319, 1.000069523e+01
1689110511.941032, 24.029, 51.332, 1.000044727e+01
1689110513.3593543, 24.037, 51.329, 1.000056744e+01
1689110514.7778447, 24.023, 51.336, 1.000079823e+01
1689110516.196325, 24.025, 51.333, 1.000055218e+01
1689110517.6147242, 24.026, 51.336, 1.000070381e+01
1689110519.0335503, 24.018, 51.327, 1.000069523e+01
1689110520.451798, 24.025, 51.332, 1.000066853e+01
1689110521.8701327, 24.018, 51.324, 1.000063229e+01
1689110523.2885773, 24.025, 51.331, 1.000061893e+01
1689110524.7070515, 24.034, 51.331, 1.000046539e+01
1689110526.125626, 24.031, 51.329, 1.000051594e+01
1689110527.5439186, 24.035, 51.325, 1.000065136e+01
1689110528.9624305, 24.035, 51.323, 1.000018692e+01
1689110530.3807526, 24.026, 51.323, 1.000040913e+01
1689110531.7993355, 24.028, 51.32, 1.000038528e+01
1689110533.2178292, 24.02, 51.312, 1.000040054e+01
1689110534.6366494, 24.029, 51.305, 1.000028133e+01
1689110536.0548625, 24.031, 51.299, 1.000016117e+01
1689110537.4731398, 24.029, 51.293, 1.000015736e+01
1689110538.8916426, 24.031, 51.284, 1.000015450e+01
1689110540.310043, 24.029, 51.277, 1.000015450e+01
1689110541.7285683, 24.021, 51.268, 1.000022507e+01
1689110543.1469953, 24.023, 51.263, 1.000027943e+01
1689110544.5653448, 24.02, 51.256, 1.000027657e+01
1689110545.983842, 24.012, 51.246, 1.000042343e+01
1689110547.4023426, 24.015, 51.251, 1.000033188e+01
1689110548.8210764, 24.003, 51.24, 1.000036812e+01
1689110550.2392137, 24.008, 51.237, 1.000052071e+01
1689110551.6578374, 23.997, 51.23, 1.000053787e+01
1689110553.0762775, 23.997, 51.217, 1.000055790e+01
1689110554.4945564, 24.002, 51.218, 1.000047302e+01
1689110555.9130774, 23.994, 51.216, 1.000051594e+01
1689110557.3315778, 23.995, 51.208, 1.000064754e+01
1689110558.749917, 23.992, 51.203, 1.000045013e+01
1689110560.168415, 23.995, 51.203, 1.000065136e+01
1689110561.5869765, 23.989, 51.205, 1.000066948e+01
1689110563.0052524, 23.985, 51.203, 1.000088692e+01
1689110564.4237666, 23.982, 51.2, 1.000064659e+01
1689110565.8424664, 23.974, 51.204, 1.000075626e+01
1689110567.2607892, 23.972, 51.21, 1.000065994e+01
1689110568.6791055, 23.971, 51.202, 1.000063992e+01
1689110570.0979507, 23.979, 51.203, 1.000068092e+01
1689110571.5161903, 23.971, 51.205, 1.000059891e+01
1689110572.9344528, 23.971, 51.211, 1.000068569e+01
1689110574.3529646, 23.974, 51.214, 1.000054455e+01
1689110575.7714853, 23.969, 51.214, 1.000061607e+01
1689110577.1897933, 23.966, 51.214, 1.000046539e+01
1689110578.608381, 23.966, 51.219, 1.000043774e+01
1689110580.0268087, 23.959, 51.207, 1.000031090e+01
1689110581.4453833, 23.969, 51.214, 1.000053501e+01
1689110582.8636525, 23.966, 51.215, 1.000053596e+01
1689110584.282182, 23.956, 51.22, 1.000043488e+01
1689110585.7007234, 23.968, 51.219, 1.000043774e+01
1689110587.1190503, 23.954, 51.213, 1.000055408e+01
1689110588.5377562, 23.953, 51.212, 1.000042629e+01
1689110589.956038, 23.953, 51.213, 1.000053024e+01
1689110591.3745985, 23.945, 51.22, 1.000023651e+01
1689110592.792902, 23.94, 51.217, 1.000047588e+01
1689110594.2114677, 23.948, 51.211, 1.000037479e+01
1689110595.6297429, 23.933, 51.218, 1.000051498e+01
1689110597.0483878, 23.939, 51.225, 1.000043774e+01
1689110598.4668422, 23.94, 51.231, 1.000058746e+01
1689110599.8853023, 23.943, 51.237, 1.000044155e+01
1689110601.3036153, 23.934, 51.228, 1.000051498e+01
1689110602.7220821, 23.93, 51.234, 1.000042152e+01
1689110604.1407561, 23.93, 51.227, 1.000056267e+01
1689110605.5589898, 23.928, 51.229, 1.000055504e+01
1689110606.9774632, 23.919, 51.23, 1.000041389e+01
1689110608.3959508, 23.92, 51.231, 1.000041771e+01
1689110609.814298, 23.925, 51.231, 1.000052738e+01
1689110611.2328067, 23.914, 51.232, 1.000040531e+01
1689110612.6513116, 23.917, 51.232, 1.000041389e+01
1689110614.069741, 23.922, 51.231, 1.000041485e+01
1689110615.4881768, 23.919, 51.236, 1.000054169e+01
1689110616.9066808, 23.917, 51.237, 1.000041008e+01
1689110618.3250265, 23.91, 51.235, 1.000049210e+01
1689110619.7435086, 23.914, 51.235, 1.000042152e+01
1689110621.1620245, 23.908, 51.237, 1.000043869e+01
1689110622.5807447, 23.908, 51.242, 1.000050163e+01
1689110623.9988368, 23.916, 51.246, 1.000065327e+01
1689110625.417467, 23.911, 51.243, 1.000061417e+01
1689110626.8358746, 23.913, 51.241, 1.000059319e+01
1689110628.2542152, 23.91, 51.25, 1.000043488e+01
1689110629.6727417, 23.911, 51.242, 1.000055599e+01
1689110631.0912404, 23.913, 51.249, 1.000033569e+01
1689110632.5095792, 23.911, 51.253, 1.000032330e+01
1689110633.9281492, 23.911, 51.246, 1.000054932e+01
1689110635.3465986, 23.911, 51.246, 1.000055408e+01
1689110636.7652009, 23.923, 51.251, 1.000032902e+01
1689110638.1836677, 23.92, 51.254, 1.000033188e+01
1689110639.6020226, 23.917, 51.252, 1.000034046e+01
