t, ref_c, humidity, v
1689110641.0204074, 23.925, 51.253, 1.000033855e+01
1689110642.438793, 23.923, 51.252, 1.000035286e+01
1689110643.8575191, 23.914, 51.25, 1.000025845e+01
1689110645.2758348, 23.925, 51.249, 1.000040531e+01
1689110646.6941562, 23.923, 51.249, 1.000039959e+01
1689110648.1126308, 23.925, 51.24, 1.000046539e+01
1689110649.5311503, 23.925, 51.248, 1.000061607e+01
1689110650.949492, 23.928, 51.241, 1.000049877e+01
1689110652.368186, 23.922, 51.234, 1.000041199e+01
1689110653.786509, 23.925, 51.24, 1.000062466e+01
1689110655.2048388, 23.923, 51.228, 1.000076008e+01
1689110656.6235952, 23.923, 51.224, 1.000063705e+01
1689110658.0419323, 23.917, 51.213, 1.000063229e+01
1689110659.4601963, 23.916, 51.219, 1.000085354e+01
1689110660.8787026, 23.919, 51.212, 1.000076199e+01
1689110662.2974358, 23.917, 51.213, 1.000076199e+01
1689110663.7159104, 23.908, 51.217, 1.000064182e+01
1689110665.134198, 23.913, 51.204, 1.000076294e+01
1689110666.5525477, 23.903, 51.2, 1.000061798e+01
1689110667.9710028, 23.899, 51.198, 1.000059128e+01
1689110669.3894176, 23.894, 51.188, 1.000041676e+01
1689110670.8079188, 23.9, 51.191, 1.000038242e+01
1689110672.2265003, 23.888, 51.194, 1.000035286e+01
1689110673.6447616, 23.899, 51.184, 1.000033951e+01
1689110675.0632496, 23.897, 51.178, 1.000018978e+01
1689110676.481795, 23.896, 51.176, 1.000021744e+01
1689110677.9002857, 23.891, 51.174, 1.000014687e+01
1689110679.3186386, 23.888, 51.167, 1.000027466e+01
1689110680.7371275, 23.882, 51.167, 1.000014210e+01
1689110682.155703, 23.874, 51.169, 1.000016308e+01
1689110683.5741549, 23.879, 51.153, 1.000038910e+01
1689110684.9924443, 23.873, 51.151, 1.000047112e+01
1689110686.4109774, 23.88, 51.152, 1.000048542e+01
1689110687.829501, 23.879, 51.15, 1.000024033e+01
1689110689.2478423, 23.877, 51.154, 1.000034237e+01
1689110690.666348, 23.874, 51.153, 1.000024986e+01
1689110692.0848484, 23.876, 51.152, 1.000025845e+01
1689110693.5033407, 23.876, 51.152, 1.000041103e+01
1689110694.9219027, 23.876, 51.156, 1.000044441e+01
1689110696.3402936, 23.877, 51.158, 1.000059032e+01
1689110697.7588646, 23.874, 51.152, 1.000048351e+01
1689110699.1770694, 23.876, 51.156, 1.000040817e+01
1689110700.595623, 23.874, 51.155, 1.000055218e+01
1689110702.0141346, 23.865, 51.153, 1.000073528e+01
1689110703.4324336, 23.868, 51.153, 1.000059319e+01
1689110704.8509302, 23.864, 51.147, 1.000063229e+01
1689110706.2694557, 23.858, 51.145, 1.000050259e+01
1689110707.6879516, 23.858, 51.141, 1.000075245e+01
1689110709.1062598, 23.858, 51.139, 1.000051498e+01
1689110710.5249383, 23.859, 51.139, 1.000051212e+01
1689110711.943293, 23.858, 51.142, 1.000074387e+01
1689110713.361815, 23.85, 51.125, 1.000050926e+01
1689110714.7800694, 23.853, 51.134, 1.000062561e+01
1689110716.1987233, 23.854, 51.135, 1.000060368e+01
1689110717.6173472, 23.859, 51.128, 1.000068760e+01
1689110719.0357263, 23.847, 51.133, 1.000068188e+01
1689110720.4539607, 23.85, 51.137, 1.000076866e+01
1689110721.8727493, 23.848, 51.135, 1.000046825e+01
1689110723.2910228, 23.856, 51.132, 1.000070286e+01
1689110724.7094269, 23.847, 51.132, 1.000057316e+01
1689110726.127954, 23.851, 51.128, 1.000043392e+01
1689110727.5463617, 23.844, 51.126, 1.000042629e+01
1689110728.9646976, 23.833, 51.122, 1.000054169e+01
1689110730.383399, 23.839, 51.127, 1.000054169e+01
1689110731.801691, 23.839, 51.121, 1.000023842e+01
1689110733.2203348, 23.839, 51.134, 1.000023937e+01
1689110734.638608, 23.844, 51.128, 1.000025177e+01
1689110736.0570898, 23.842, 51.132, 1.000013351e+01
1689110737.4754155, 23.83, 51.134, 1.000035286e+01
1689110738.893913, 23.835, 51.125, 1.000024509e+01
1689110740.312432, 23.827, 51.125, 1.000037956e+01
1689110741.7307634, 23.83, 51.132, 1.000028610e+01
1689110743.1493235, 23.831, 51.141, 1.000031185e+01
1689110744.567779, 23.827, 51.137, 1.000022507e+01
1689110745.9862938, 23.824, 51.133, 1.000037193e+01
1689110747.4048388, 23.827, 51.135, 1.000053024e+01
1689110748.8231363, 23.822, 51.139, 1.000055218e+01
1689110750.2416494, 23.824, 51.14, 1.000071144e+01
1689110751.6603525, 23.828, 51.138, 1.000045300e+01
1689110753.0784895, 23.822, 51.131, 1.000069332e+01
1689110754.4970446, 23.827, 51.139, 1.000067806e+01
1689110755.9153743, 23.824, 51.134, 1.000057316e+01
1689110757.3338337, 23.818, 51.138, 1.000058651e+01
1689110758.7523527, 23.819, 51.143, 1.000047302e+01
1689110760.170875, 23.812, 51.139, 1.000051212e+01
1689110761.5894053, 23.812, 51.132, 1.000069904e+01
1689110763.0076966, 23.808, 51.13, 1.000052929e+01
1689110764.426223, 23.802, 51.134, 1.000064182e+01
1689110765.8445947, 23.801, 51.13, 1.000037289e+01
1689110767.263044, 23.805, 51.129, 1.000047493e+01
1689110768.6816163, 23.805, 51.135, 1.000047207e+01
1689110770.0999093, 23.818, 51.123, 1.000044823e+01
1689110771.5184076, 23.815, 51.128, 1.000054073e+01
1689110772.9368837, 23.815, 51.128, 1.000028419e+01
1689110774.355554, 23.815, 51.132, 1.000032043e+01
1689110775.7737968, 23.813, 51.127, 1.000036716e+01
1689110777.192325, 23.822, 51.128, 1.000034332e+01
1689110778.610729, 23.822, 51.125, 9.999889374e+00
1689110780.029095, 23.833, 51.123, 9.999785423e+00
1689110781.4475715, 23.827, 51.123, 9.999729156e+00
1689110782.8661153, 23.83, 51.122, 9.999884605e+00
1689110784.284648, 23.833, 51.115, 9.999655724e+00
1689110785.7030578, 23.838, 51.114, 9.999649048e+00
1689110787.1214068, 23.827, 51.104, 9.999876976e+00
1689110788.5398161, 23.835, 51.103, 9.999897003e+00
1689110789.9584734, 23.833, 51.101, 9.999807358e+00
1689110791.3770275, 23.828, 51.086, 9.999832153e+00
1689110792.7953072, 23.828, 51.083, 9.999846458e+00
1689110794.2136438, 23.833, 51.082, 1.000045300e+01
1689110795.6321807, 23.827, 51.081, 1.000071239e+01
1689110797.0505157, 23.824, 51.072, 1.000048256e+01
1689110798.4690452, 23.815, 51.073, 1.000062466e+01
1689110799.8875127, 23.812, 51.067, 1.000066853e+01
1689110801.3060389, 23.804, 51.061, 1.000065517e+01
1689110802.7243738, 23.798, 51.059, 1.000066185e+01
1689110804.1428695, 23.801, 51.058, 1.000064373e+01
1689110805.5615017, 23.802, 51.057, 1.000065422e+01
1689110806.97974, 23.795, 51.053, 1.000052261e+01
1689110808.3982296, 23.796, 51.06, 1.000067043e+01
1689110809.8169322, 23.799, 51.055, 1.000082588e+01
1689110811.2351925, 23.795, 51.055, 1.000069237e+01
1689110812.6537306, 23.795, 51.059, 1.000080585e+01
1689110814.0721142, 23.792, 51.05, 1.000064468e+01
1689110815.4906962, 23.795, 51.052, 1.000061798e+01
1689110816.9088895, 23.792, 51.052, 1.000059700e+01
1689110818.3274446, 23.789, 51.054, 1.000058651e+01
1689110819.7459517, 23.785, 51.048, 1.000066376e+01
1689110821.1645591, 23.785, 51.054, 1.000045776e+01
1689110822.5830066, 23.792, 51.053, 1.000036240e+01
1689110824.0012772, 23.799, 51.054, 1.000057411e+01
1689110825.42005, 23.787, 51.058, 1.000022411e+01
1689110826.8383331, 23.789, 51.044, 1.000012302e+01
1689110828.256746, 23.795, 51.046, 1.000002003e+01
1689110829.675217, 23.795, 51.045, 1.000013542e+01
1689110831.093693, 23.798, 51.048, 1.000007629e+01
1689110832.5120316, 23.798, 51.049, 1.000013256e+01
1689110833.9305336, 23.795, 51.046, 1.000002193e+01
1689110835.349083, 23.784, 51.047, 1.000013161e+01
1689110836.767371, 23.784, 51.034, 1.000000477e+01
1689110838.1859107, 23.793, 51.048, 1.000010395e+01
1689110839.6044135, 23.785, 51.038, 1.000007153e+01
1689110841.0229166, 23.795, 51.041, 1.000060272e+01
1689110842.441298, 23.792, 51.036, 1.000052452e+01
1689110843.8597195, 23.779, 51.028, 1.000043583e+01
1689110845.2780685, 23.789, 51.022, 1.000069523e+01
1689110846.6965992, 23.784, 51.024, 1.000072193e+01
1689110848.1151104, 23.785, 51.022, 1.000051308e+01
1689110849.5334165, 23.79, 51.023, 1.000061703e+01
1689110850.9519207, 23.782, 51.019, 1.000051117e+01
1689110852.3705277, 23.784, 51.024, 1.000071716e+01
1689110853.7889733, 23.779, 51.018, 1.000048828e+01
1689110855.2073095, 23.778, 51.016, 1.000074959e+01
1689110856.6258733, 23.767, 51.016, 1.000076675e+01
1689110858.0443072, 23.769, 51.013, 1.000076675e+01
1689110859.46264, 23.763, 51.01, 1.000089073e+01
1689110860.8811707, 23.753, 51.009, 1.000088120e+01
1689110862.2999644, 23.759, 51.007, 1.000061798e+01
1689110863.717991, 23.756, 51.001, 1.000070190e+01
1689110865.1365294, 23.755, 51.006, 1.000056171e+01
1689110866.5550199, 23.756, 51.008, 1.000065231e+01
1689110867.9733663, 23.746, 51.005, 1.000050735e+01
1689110869.3922253, 23.758, 51.007, 1.000071335e+01
1689110870.8103762, 23.756, 51.006, 1.000068474e+01
1689110872.2288818, 23.763, 51.008, 1.000034523e+01
1689110873.6472304, 23.747, 51.006, 1.000022888e+01
1689110875.0657368, 23.746, 51.008, 1.000036430e+01
1689110876.4842155, 23.749, 51.008, 1.000013447e+01
1689110877.902547, 23.746, 51.011, 1.000009918e+01
1689110879.3210733, 23.743, 51.013, 1.000025082e+01
1689110880.7395558, 23.749, 51.012, 1.000034618e+01
1689110882.1580644, 23.744, 51.016, 1.000024223e+01
1689110883.5764246, 23.753, 51.022, 1.000025082e+01
1689110884.99495, 23.752, 51.024, 1.000035667e+01
1689110886.4134293, 23.746, 51.02, 1.000038433e+01
1689110887.8319259, 23.743, 51.024, 1.000006294e+01
1689110889.2503085, 23.749, 51.024, 1.000021458e+01
1689110890.6685967, 23.749, 51.018, 1.000017929e+01
1689110892.0871363, 23.749, 51.02, 1.000038147e+01
1689110893.5057023, 23.741, 51.017, 1.000016403e+01
1689110894.9241312, 23.744, 51.019, 1.000043392e+01
1689110896.3425224, 23.741, 51.022, 1.000034904e+01
1689110897.7610133, 23.741, 51.026, 1.000046349e+01
1689110899.179511, 23.743, 51.023, 1.000045490e+01
1689110900.5978336, 23.74, 51.014, 1.000034904e+01
1689110902.0163407, 23.733, 51.011, 1.000045490e+01
1689110903.4348698, 23.733, 51.017, 1.000077915e+01
1689110904.8535671, 23.738, 51.019, 1.000078392e+01
1689110906.2718961, 23.732, 51.01, 1.000067139e+01
1689110907.6902232, 23.733, 51.013, 1.000066853e+01
1689110909.108545, 23.732, 51.008, 1.000065899e+01
1689110910.5270746, 23.726, 50.998, 1.000050354e+01
1689110911.9455552, 23.73, 51.0, 1.000072384e+01
1689110913.3640802, 23.726, 51.0, 1.000070381e+01
1689110914.782352, 23.735, 51.006, 1.000054455e+01
1689110916.2010198, 23.733, 50.994, 1.000066280e+01
1689110917.619423, 23.733, 50.992, 1.000050735e+01
1689110919.037987, 23.733, 50.993, 1.000033665e+01
1689110920.4562724, 23.733, 50.988, 1.000041389e+01
1689110921.874861, 23.733, 50.987, 1.000032043e+01
1689110923.293441, 23.73, 50.985, 1.000043011e+01
1689110924.7116864, 23.726, 50.981, 1.000032425e+01
1689110926.1302295, 23.723, 50.978, 1.000031185e+01
1689110927.548658, 23.73, 50.982, 1.000030804e+01
1689110928.9669743, 23.718, 50.976, 1.000029182e+01
1689110930.3855062, 23.713, 50.977, 1.000041580e+01
1689110931.8039885, 23.704, 50.972, 1.000031662e+01
1689110933.222511, 23.703, 50.973, 1.000031090e+01
1689110934.6408997, 23.692, 50.974, 1.000026512e+01
1689110936.0593226, 23.689, 50.968, 1.000017738e+01
1689110937.4778624, 23.68, 50.969, 1.000030804e+01
1689110938.8963675, 23.683, 50.975, 1.000044250e+01
1689110940.3146992, 23.686, 50.974, 1.000047970e+01
1689110941.7332146, 23.684, 50.973, 1.000038338e+01
1689110943.151662, 23.686, 50.981, 1.000027180e+01
1689110944.5700605, 23.691, 50.986, 1.000054455e+01
1689110945.9885535, 23.689, 50.981, 1.000044632e+01
1689110947.4070745, 23.689, 50.987, 1.000043106e+01
1689110948.825568, 23.695, 50.985, 1.000043869e+01
1689110950.2439606, 23.692, 50.984, 1.000067329e+01
1689110951.6624165, 23.7, 50.985, 1.000065327e+01
1689110953.0809839, 23.695, 50.988, 1.000078106e+01
1689110954.4994643, 23.692, 50.988, 1.000076962e+01
1689110955.9177673, 23.694, 50.993, 1.000076675e+01
1689110957.3362772, 23.694, 50.993, 1.000074863e+01
1689110958.7548625, 23.691, 50.992, 1.000061893e+01
1689110960.173291, 23.687, 50.993, 1.000069332e+01
1689110961.5916455, 23.689, 50.996, 1.000079823e+01
1689110963.0101151, 23.687, 50.996, 1.000067520e+01
1689110964.4286587, 23.689, 50.987, 1.000062656e+01
1689110965.8472097, 23.684, 50.99, 1.000033283e+01
1689110967.2655268, 23.687, 50.987, 1.000024700e+01
1689110968.6840005, 23.692, 50.99, 1.000022507e+01
1689110970.1027355, 23.674, 50.984, 1.000043297e+01
1689110971.5210433, 23.683, 50.986, 1.000018978e+01
1689110972.939367, 23.671, 50.984, 1.000041771e+01
1689110974.3578818, 23.683, 50.981, 1.000020123e+01
1689110975.7763765, 23.68, 50.981, 1.000018311e+01
1689110977.195095, 23.683, 50.987, 1.000020218e+01
1689110978.6133795, 23.681, 50.986, 1.000032043e+01
1689110980.031722, 23.681, 50.984, 1.000021362e+01
1689110981.4503164, 23.686, 50.984, 1.000023937e+01
1689110982.8686764, 23.683, 50.978, 1.000024605e+01
1689110984.2871032, 23.683, 50.974, 1.000022125e+01
1689110985.705688, 23.687, 50.975, 1.000020218e+01
1689110987.1240797, 23.681, 50.975, 1.000033283e+01
1689110988.5425098, 23.683, 50.972, 1.000035572e+01
1689110989.9609973, 23.686, 50.971, 1.000037575e+01
1689110991.3796809, 23.691, 50.974, 1.000051689e+01
1689110992.7979288, 23.691, 50.974, 1.000053310e+01
1689110994.2164822, 23.695, 50.972, 1.000042439e+01
1689110995.6348538, 23.698, 50.976, 1.000031662e+01
1689110997.0533922, 23.692, 50.965, 1.000051785e+01
1689110998.471897, 23.7, 50.97, 1.000066471e+01
1689110999.8901484, 23.7, 50.968, 1.000041294e+01
1689111001.308656, 23.681, 50.967, 1.000046730e+01
1689111002.7273586, 23.683, 50.965, 1.000044060e+01
1689111004.1456652, 23.674, 50.958, 1.000053596e+01
1689111005.5643847, 23.68, 50.959, 1.000041866e+01
1689111006.9825368, 23.677, 50.95, 1.000066090e+01
1689111008.4010358, 23.672, 50.946, 1.000052929e+01
1689111009.8195662, 23.677, 50.953, 1.000049210e+01
1689111011.237915, 23.681, 50.953, 1.000046062e+01
1689111012.6564648, 23.681, 50.948, 1.000058651e+01
1689111014.0748763, 23.681, 50.94, 1.000056553e+01
1689111015.4934204, 23.681, 50.949, 1.000066185e+01
1689111016.9117079, 23.683, 50.953, 1.000062943e+01
1689111018.3304553, 23.691, 50.955, 1.000048161e+01
1689111019.748736, 23.686, 50.952, 1.000036621e+01
1689111021.1671586, 23.678, 50.938, 1.000038147e+01
1689111022.5856514, 23.68, 50.939, 1.000036907e+01
1689111024.0041347, 23.675, 50.937, 1.000059319e+01
1689111025.4224565, 23.672, 50.925, 1.000059891e+01
1689111026.8410392, 23.672, 50.923, 1.000047588e+01
1689111028.2594643, 23.675, 50.921, 1.000010872e+01
1689111029.6779382, 23.671, 50.929, 9.999892235e+00
1689111031.0965075, 23.674, 50.927, 9.999780655e+00
1689111032.5150049, 23.68, 50.929, 9.999757767e+00
1689111033.9334826, 23.678, 50.935, 9.999773979e+00
1689111035.3516672, 23.674, 50.926, 9.999969482e+00
1689111036.7701855, 23.677, 50.939, 1.000041008e+01
1689111038.1887352, 23.681, 50.95, 1.000010586e+01
1689111039.6070127, 23.678, 50.945, 1.000035381e+01
1689111041.0255268, 23.683, 50.963, 1.000037766e+01
1689111042.4442928, 23.681, 50.97, 1.000023365e+01
1689111043.862514, 23.684, 50.98, 1.000066185e+01
1689111045.2811968, 23.684, 50.994, 1.000077152e+01
1689111046.6993802, 23.692, 51.012, 1.000066376e+01
1689111048.1180742, 23.684, 51.013, 1.000057220e+01
1689111049.5364587, 23.687, 51.03, 1.000068092e+01
1689111050.954956, 23.695, 51.045, 1.000062752e+01
1689111052.373666, 23.7, 51.055, 1.000063610e+01
1689111053.7917395, 23.703, 51.068, 1.000079441e+01
1689111055.2100496, 23.703, 51.084, 1.000061893e+01
1689111056.6286001, 23.701, 51.11, 1.000065899e+01
1689111058.0470946, 23.703, 51.133, 1.000051117e+01
1689111059.4654653, 23.706, 51.155, 1.000078106e+01
1689111060.8839688, 23.707, 51.175, 1.000052547e+01
1689111062.3024309, 23.713, 51.195, 1.000050259e+01
1689111063.7207959, 23.704, 51.222, 1.000047684e+01
1689111065.139289, 23.709, 51.248, 1.000042343e+01
1689111066.557997, 23.72, 51.27, 1.000042152e+01
1689111067.9762938, 23.718, 51.298, 1.000040150e+01
1689111069.3947983, 23.718, 51.323, 1.000065994e+01
1689111070.8131483, 23.718, 51.358, 1.000041676e+01
1689111072.231665, 23.724, 51.382, 1.000041962e+01
1689111073.6500106, 23.717, 51.398, 1.000041199e+01
1689111075.0684917, 23.713, 51.422, 1.000016308e+01
1689111076.4870272, 23.72, 51.448, 1.000023746e+01
1689111077.905428, 23.723, 51.478, 1.000027657e+01
1689111079.3240514, 23.723, 51.494, 1.000027370e+01
1689111080.7423673, 23.726, 51.527, 1.000027370e+01
1689111082.1606815, 23.733, 51.55, 1.000019836e+01
1689111083.5792794, 23.733, 51.571, 1.000042534e+01
1689111084.9979484, 23.729, 51.594, 1.000027466e+01
1689111086.41615, 23.73, 51.623, 1.000038242e+01
1689111087.8345592, 23.726, 51.654, 1.000039196e+01
1689111089.2531111, 23.726, 51.672, 1.000029850e+01
1689111090.6714902, 23.732, 51.691, 1.000070477e+01
1689111092.0900843, 23.736, 51.708, 1.000086498e+01
1689111093.508441, 23.743, 51.724, 1.000061512e+01
1689111094.9268756, 23.738, 51.751, 1.000074100e+01
1689111096.3454971, 23.741, 51.767, 1.000072670e+01
1689111097.76385, 23.741, 51.782, 1.000073338e+01
1689111099.1823115, 23.752, 51.808, 1.000060654e+01
1689111100.600638, 23.755, 51.822, 1.000083828e+01
1689111102.0190783, 23.756, 51.842, 1.000073910e+01
1689111103.4377818, 23.763, 51.856, 1.000086498e+01
1689111104.8561625, 23.753, 51.868, 1.000060368e+01
1689111106.2745779, 23.761, 51.89, 1.000073910e+01
1689111107.6930509, 23.773, 51.903, 1.000072956e+01
1689111109.1117826, 23.764, 51.917, 1.000063515e+01
1689111110.5298598, 23.775, 51.928, 1.000065994e+01
1689111111.9483356, 23.776, 51.943, 1.000065613e+01
1689111113.3668354, 23.776, 51.957, 1.000074291e+01
1689111114.785138, 23.789, 51.966, 1.000047493e+01
1689111116.204106, 23.782, 51.979, 1.000067520e+01
1689111117.6222122, 23.787, 51.989, 1.000066757e+01
1689111119.0406795, 23.792, 52.01, 1.000051594e+01
1689111120.4592433, 23.799, 52.024, 1.000066948e+01
1689111121.8775442, 23.802, 52.043, 1.000035954e+01
1689111123.2960813, 23.795, 52.041, 1.000036812e+01
1689111124.714578, 23.808, 52.05, 1.000037289e+01
1689111126.1329403, 23.807, 52.05, 1.000027275e+01
1689111127.551617, 23.805, 52.043, 1.000014210e+01
1689111128.9701633, 23.804, 52.035, 1.000038242e+01
1689111130.3883533, 23.81, 52.028, 1.000029850e+01
1689111131.8067923, 23.807, 52.017, 1.000021553e+01
1689111133.2253227, 23.813, 52.013, 1.000024605e+01
1689111134.643689, 23.81, 52.01, 1.000050259e+01
1689111136.0621495, 23.825, 52.001, 1.000052357e+01
1689111137.480705, 23.821, 52.003, 1.000064278e+01
1689111138.8989682, 23.825, 51.995, 1.000075626e+01
1689111140.3174484, 23.831, 51.993, 1.000060844e+01
1689111141.73606, 23.83, 51.989, 1.000067234e+01
1689111143.1546025, 23.833, 51.986, 1.000057220e+01
1689111144.5728443, 23.833, 51.979, 1.000056839e+01
1689111145.9913666, 23.85, 51.977, 1.000062275e+01
1689111147.4098716, 23.851, 51.971, 1.000070190e+01
1689111148.8283854, 23.856, 51.967, 1.000061798e+01
1689111150.2467866, 23.854, 51.965, 1.000057697e+01
1689111151.6653533, 23.847, 51.954, 1.000055885e+01
1689111153.0837507, 23.859, 51.947, 1.000065136e+01
1689111154.5022435, 23.864, 51.94, 1.000074768e+01
1689111155.920591, 23.867, 51.938, 1.000084114e+01
1689111157.3391473, 23.865, 51.933, 1.000084686e+01
1689111158.757616, 23.87, 51.93, 1.000057888e+01
1689111160.176127, 23.874, 51.929, 1.000066662e+01
1689111161.5944464, 23.879, 51.929, 1.000051785e+01
1689111163.0129297, 23.876, 51.917, 1.000062752e+01
1689111164.4314406, 23.887, 51.914, 1.000057316e+01
1689111165.8500347, 23.879, 51.915, 1.000053501e+01
1689111167.2685177, 23.888, 51.903, 1.000059605e+01
1689111168.6869817, 23.888, 51.903, 1.000014496e+01
1689111170.1054595, 23.891, 51.908, 1.000025368e+01
1689111171.523817, 23.893, 51.91, 1.000001907e+01
1689111172.942285, 23.902, 51.898, 1.000002670e+01
1689111174.3607244, 23.903, 51.896, 1.000025082e+01
1689111175.779131, 23.908, 51.896, 1.000026512e+01
1689111177.1976907, 23.911, 51.893, 1.000002575e+01
1689111178.616371, 23.919, 51.882, 1.000002670e+01
1689111180.0344574, 23.92, 51.883, 1.000006485e+01
1689111181.4530294, 23.916, 51.878, 1.000010681e+01
1689111182.87166, 23.919, 51.868, 1.000016975e+01
1689111184.2900167, 23.919, 51.866, 1.000035858e+01
1689111185.7085242, 23.928, 51.868, 1.000035954e+01
1689111187.1269004, 23.92, 51.858, 1.000029182e+01
1689111188.5453944, 23.917, 51.853, 1.000044060e+01
1689111189.9638994, 23.926, 51.853, 1.000045013e+01
